Crop_Type,Sowing_Date,Avg_Temp,Tmax,Tmin,Actual_Yield,Germination_Days_From_Sowing,Germination_GDD_Required,Germination_Predicted_Date,Leaf_Development_Days_From_Sowing,Leaf_Development_GDD_Required,Leaf_Development_Predicted_Date,Tillering_Elongation_Days_From_Sowing,Tillering_Elongation_GDD_Required,Tillering_Elongation_Predicted_Date,Reproductive_Days_From_Sowing,Reproductive_GDD_Required,Reproductive_Predicted_Date,Grain_Filling_Days_From_Sowing,Grain_Filling_GDD_Required,Grain_Filling_Predicted_Date,Maturity_Days_From_Sowing,Maturity_GDD_Required,Maturity_Predicted_Date,Total_Season_Length_Predicted,Total_GDD_Required,Current_Growth_Stage,Days_To_Maturity,Harvest_Window_Start,Harvest_Window_End,Sowing_Date_dt
Wheat,2023-11-13,15.9,24.4,9.7,3.8,6,63.2,2023-11-19,25,308.1,2023-12-08,50,654.6,2024-01-02,93,1476.1,2024-02-14,91,1651.4,2024-02-12,128,1938.4,2024-03-20,121,1833.0,Grain_Filling,128,2024-03-25,2024-04-04,2023-11-13
Wheat,2023-11-09,16.3,23.7,8.6,5.8,8,97.1,2023-11-17,27,307.5,2023-12-06,48,784.1,2023-12-27,84,1475.2,2024-02-01,85,1650.4,2024-02-02,127,1993.2,2024-03-15,135,2076.0,Maturity,127,2024-03-20,2024-03-30,2023-11-09
Wheat,2023-11-10,16.9,27.3,9.7,5.4,8,68.2,2023-11-18,24,338.9,2023-12-04,44,768.7,2023-12-24,84,1455.2,2024-02-02,88,1560.9,2024-02-06,139,1838.9,2024-03-28,118,1826.0,Germination,139,2024-04-02,2024-04-12,2023-11-10
Rice,2023-07-17,30.3,41.7,23.3,6.3,8,80.6,2023-07-25,21,440.2,2023-08-07,56,822.4,2023-09-11,98,1614.0,2023-10-23,113,1923.0,2023-11-07,159,2778.8,2023-12-23,146,2722.0,Grain_Filling,159,2023-12-28,2024-01-07,2023-07-17
Rice,2023-06-07,25.1,33.7,18.8,5.8,10,81.6,2023-06-17,33,375.7,2023-07-10,48,956.8,2023-07-25,99,1735.8,2023-09-14,111,1911.8,2023-09-26,138,2528.8,2023-10-23,123,2559.0,Tillering_Elongation,138,2023-10-28,2023-11-07,2023-06-07
Sugarcane,2023-06-21,34.3,43.6,29.1,143.6,19,210.5,2023-07-10,90,925.9,2023-09-19,151,2426.7,2023-11-19,266,4181.5,2024-03-13,255,4970.6,2024-03-02,350,4535.5,2024-06-05,344,5338.0,Grain_Filling,350,2024-06-10,2024-06-20,2023-06-21
Wheat,2023-11-11,17.2,24.8,12.3,5.8,6,78.2,2023-11-17,20,310.8,2023-12-01,39,646.4,2023-12-20,81,1310.7,2024-01-31,98,1665.7,2024-02-17,136,1887.0,2024-03-26,140,2037.0,Reproductive,136,2024-03-31,2024-04-10,2023-11-11
Wheat,2023-11-04,14.0,21.4,7.1,4.7,7,77.5,2023-11-11,24,368.0,2023-11-28,41,715.4,2023-12-15,87,1359.3,2024-01-30,103,1662.4,2024-02-15,137,1939.7,2024-03-20,115,1933.0,Leaf_Development,137,2024-03-25,2024-04-04,2023-11-04
Cotton,2023-07-13,32.3,41.5,25.3,3.1,5,88.1,2023-07-18,28,522.1,2023-08-10,55,1043.8,2023-09-06,126,2076.1,2023-11-16,155,3203.6,2023-12-15,207,4028.5,2024-02-05,222,3686.0,Leaf_Development,207,2024-02-10,2024-02-20,2023-07-13
Cotton,2023-06-17,33.2,44.2,25.7,3.8,6,89.2,2023-06-23,28,404.3,2023-07-15,67,1012.3,2023-08-23,110,2344.7,2023-10-05,155,3180.8,2023-11-19,204,4072.3,2024-01-07,239,3963.0,Maturity,204,2024-01-12,2024-01-22,2023-06-17
Maize,2023-06-24,25.4,35.9,18.2,3.3,5,139.1,2023-06-29,27,467.7,2023-07-21,40,850.8,2023-08-03,67,1554.3,2023-08-30,96,1895.2,2023-09-28,139,2401.5,2023-11-10,118,2484.0,Leaf_Development,139,2023-11-15,2023-11-25,2023-06-24
Maize,2023-06-10,30.1,39.6,25.5,6.4,6,114.9,2023-06-16,26,414.7,2023-07-06,44,976.0,2023-07-24,62,1492.8,2023-08-11,88,1938.5,2023-09-06,117,2362.4,2023-10-05,116,2446.0,Grain_Filling,117,2023-10-10,2023-10-20,2023-06-10
Sugarcane,2023-07-14,28.2,36.4,20.5,97.1,29,152.5,2023-08-12,71,954.0,2023-09-23,146,2172.1,2023-12-07,244,3883.8,2024-03-14,260,4739.6,2024-03-30,306,4636.6,2024-05-15,361,4873.0,Maturity,306,2024-05-20,2024-05-30,2023-07-14
Maize,2023-07-30,30.4,41.7,22.7,7.4,5,137.4,2023-08-04,22,487.8,2023-08-21,43,882.3,2023-09-11,69,1531.0,2023-10-07,92,1989.4,2023-10-30,140,2681.2,2023-12-17,135,2273.0,Germination,140,2023-12-22,2024-01-01,2023-07-30
Soybean,2023-07-01,27.6,37.2,22.1,3.7,5,72.1,2023-07-06,18,442.0,2023-07-19,30,780.1,2023-07-31,66,1131.2,2023-09-05,76,1723.7,2023-09-15,104,1975.0,2023-10-13,105,1865.0,Grain_Filling,104,2023-10-18,2023-10-28,2023-07-01
Wheat,2023-10-19,16.9,25.2,11.1,6.2,8,95.8,2023-10-27,26,349.1,2023-11-14,48,751.3,2023-12-06,84,1366.1,2024-01-11,103,1642.6,2024-01-30,110,1891.4,2024-02-06,139,1860.0,Maturity,110,2024-02-11,2024-02-21,2023-10-19
Wheat,2023-10-20,19.6,28.0,14.8,5.4,5,95.4,2023-10-25,26,360.1,2023-11-15,43,606.9,2023-12-02,91,1473.0,2024-01-19,103,1561.8,2024-01-31,122,1832.9,2024-02-19,124,1864.0,Leaf_Development,122,2024-02-24,2024-03-05,2023-10-20
Maize,2023-07-24,28.5,36.4,23.5,2.8,7,120.5,2023-07-31,18,423.2,2023-08-11,36,820.5,2023-08-29,67,1586.5,2023-09-29,80,1881.9,2023-10-12,139,2439.5,2023-12-10,122,2441.0,Germination,139,2023-12-15,2023-12-25,2023-07-24
Maize,2023-06-06,27.5,37.0,21.8,6.4,10,115.5,2023-06-16,27,420.9,2023-07-03,41,930.7,2023-07-17,67,1529.3,2023-08-12,97,1834.3,2023-09-11,120,2408.6,2023-10-04,126,2478.0,Maturity,120,2023-10-09,2023-10-19,2023-06-06
Cotton,2023-06-06,34.2,42.4,28.0,2.0,12,88.0,2023-06-18,27,591.2,2023-07-03,80,1242.9,2023-08-25,126,2215.1,2023-10-10,175,2988.1,2023-11-28,203,3539.1,2023-12-26,237,3535.0,Reproductive,203,2023-12-31,2024-01-10,2023-06-06
Maize,2023-06-28,31.3,43.3,25.5,5.5,9,109.8,2023-07-07,24,407.8,2023-07-22,40,978.6,2023-08-07,65,1445.0,2023-09-01,80,1782.8,2023-09-16,115,2469.0,2023-10-21,116,2422.0,Grain_Filling,115,2023-10-26,2023-11-05,2023-06-28
Rice,2023-06-07,29.0,38.6,21.4,5.1,8,114.5,2023-06-15,29,422.8,2023-07-06,54,826.9,2023-07-31,93,1619.5,2023-09-08,96,2132.1,2023-09-11,160,2497.7,2023-11-14,153,2733.0,Grain_Filling,160,2023-11-19,2023-11-29,2023-06-07
Wheat,2023-12-01,19.7,28.8,13.1,3.6,9,77.2,2023-12-10,29,350.9,2023-12-30,48,647.9,2024-01-18,92,1470.5,2024-03-02,96,1526.3,2024-03-06,132,1941.6,2024-04-11,112,2012.0,Grain_Filling,132,2024-04-16,2024-04-26,2023-12-01
Maize,2023-07-18,26.0,34.5,18.8,4.1,5,128.0,2023-07-23,22,454.1,2023-08-09,36,978.1,2023-08-23,69,1512.9,2023-09-25,82,1825.9,2023-10-08,127,2551.0,2023-11-22,137,2568.0,Maturity,127,2023-11-27,2023-12-07,2023-07-18
Wheat,2023-11-07,16.6,24.7,12.0,3.1,10,99.9,2023-11-17,28,312.7,2023-12-05,41,625.6,2023-12-18,86,1488.2,2024-02-01,104,1662.0,2024-02-19,128,1803.6,2024-03-14,111,1980.0,Leaf_Development,128,2024-03-19,2024-03-29,2023-11-07
Sugarcane,2023-07-22,31.8,42.8,24.8,42.2,30,177.8,2023-08-21,69,901.3,2023-09-29,140,2313.0,2023-12-09,205,3545.2,2024-02-12,293,4164.5,2024-05-10,340,4840.0,2024-06-26,335,5986.0,Maturity,340,2024-07-01,2024-07-11,2023-07-22
Rice,2023-06-09,27.2,37.9,20.9,3.4,10,106.7,2023-06-19,23,400.6,2023-07-02,52,933.2,2023-07-31,92,1665.1,2023-09-09,114,1817.9,2023-10-01,138,2511.4,2023-10-25,125,2601.0,Leaf_Development,138,2023-10-30,2023-11-09,2023-06-09
Cotton,2023-07-06,32.0,40.3,26.1,1.6,7,88.5,2023-07-13,26,489.1,2023-08-01,63,1151.2,2023-09-07,107,2382.8,2023-10-21,161,3211.3,2023-12-14,237,3646.8,2024-02-28,201,3631.0,Leaf_Development,237,2024-03-04,2024-03-14,2023-07-06
Maize,2023-06-04,34.0,45.7,27.1,6.5,9,102.4,2023-06-13,18,482.9,2023-06-22,50,831.7,2023-07-24,70,1483.6,2023-08-13,84,1969.7,2023-08-27,103,2581.3,2023-09-15,112,2658.0,Leaf_Development,103,2023-09-20,2023-09-30,2023-06-04
Sugarcane,2023-07-08,32.2,40.6,26.5,74.0,25,191.2,2023-08-02,76,1178.4,2023-09-22,176,2512.3,2023-12-31,262,3956.0,2024-03-26,316,4755.6,2024-05-19,333,5822.3,2024-06-05,340,4727.0,Tillering_Elongation,333,2024-06-10,2024-06-20,2023-07-08
Maize,2023-07-06,27.7,35.8,23.1,3.7,8,125.1,2023-07-14,22,427.0,2023-07-28,47,805.7,2023-08-22,72,1553.7,2023-09-16,98,1913.1,2023-10-12,106,2361.4,2023-10-20,105,2215.0,Grain_Filling,106,2023-10-25,2023-11-04,2023-07-06
Maize,2023-07-06,25.7,36.6,21.1,5.8,6,103.1,2023-07-12,20,471.9,2023-07-26,47,892.1,2023-08-22,74,1423.2,2023-09-18,93,1916.7,2023-10-07,130,2283.2,2023-11-13,139,2581.0,Germination,130,2023-11-18,2023-11-28,2023-07-06
Rice,2023-06-22,30.1,41.8,24.7,3.2,12,91.7,2023-07-04,33,364.5,2023-07-25,52,916.7,2023-08-13,86,1717.9,2023-09-16,98,1905.3,2023-09-28,160,2602.9,2023-11-29,131,2478.0,Grain_Filling,160,2023-12-04,2023-12-14,2023-06-22
Sugarcane,2023-07-13,29.5,38.9,24.8,147.0,23,175.2,2023-08-05,66,1061.8,2023-09-17,162,2847.7,2023-12-22,202,3960.6,2024-01-31,291,4684.7,2024-04-29,347,5146.2,2024-06-24,328,4827.0,Reproductive,347,2024-06-29,2024-07-09,2023-07-13
Rice,2023-06-08,30.3,40.5,25.0,6.6,7,113.4,2023-06-15,24,428.2,2023-07-02,49,997.7,2023-07-27,94,1623.8,2023-09-10,113,1908.1,2023-09-29,150,2602.9,2023-11-05,144,2659.0,Grain_Filling,150,2023-11-10,2023-11-20,2023-06-08
Sugarcane,2023-06-27,30.7,36.8,25.9,116.4,18,150.8,2023-07-15,76,957.3,2023-09-11,164,2902.7,2023-12-08,257,4175.0,2024-03-10,269,4375.8,2024-03-22,313,5188.4,2024-05-05,346,5837.0,Leaf_Development,313,2024-05-10,2024-05-20,2023-06-27
Soybean,2023-06-23,23.2,33.3,15.7,2.0,5,81.3,2023-06-28,18,391.1,2023-07-11,37,650.5,2023-07-30,54,1095.1,2023-08-16,73,1499.6,2023-09-04,117,2288.1,2023-10-18,99,2078.0,Leaf_Development,117,2023-10-23,2023-11-02,2023-06-23
Cotton,2023-07-26,33.6,41.1,28.8,3.0,11,93.3,2023-08-06,26,489.2,2023-08-21,74,1171.1,2023-10-08,107,2498.1,2023-11-10,166,3218.8,2024-01-08,235,4192.8,2024-03-17,237,3630.0,Germination,235,2024-03-22,2024-04-01,2023-07-26
Wheat,2023-11-26,14.3,22.1,7.6,3.6,8,98.1,2023-12-04,20,329.6,2023-12-16,36,709.9,2024-01-01,82,1448.2,2024-02-16,97,1541.0,2024-03-02,114,1961.0,2024-03-19,132,2001.0,Germination,114,2024-03-24,2024-04-03,2023-11-26
Soybean,2023-07-31,22.4,28.8,15.1,2.7,6,83.3,2023-08-06,22,323.5,2023-08-22,37,781.2,2023-09-06,62,1290.2,2023-10-01,70,1796.0,2023-10-09,106,2044.0,2023-11-14,96,2171.0,Reproductive,106,2023-11-19,2023-11-29,2023-07-31
Rice,2023-07-19,25.4,35.5,19.8,3.5,7,116.2,2023-07-26,35,396.2,2023-08-23,52,952.4,2023-09-09,85,1657.8,2023-10-12,95,2019.0,2023-10-22,140,2452.0,2023-12-06,132,2738.0,Maturity,140,2023-12-11,2023-12-21,2023-07-19
Wheat,2023-11-11,18.4,29.2,10.6,4.9,6,98.8,2023-11-17,28,343.7,2023-12-09,39,750.5,2023-12-20,85,1313.8,2024-02-04,98,1613.7,2024-02-17,134,1912.4,2024-03-24,124,1864.0,Tillering_Elongation,134,2024-03-29,2024-04-08,2023-11-11
Rice,2023-07-26,29.2,36.8,21.8,3.0,7,113.9,2023-08-02,22,399.7,2023-08-17,58,956.8,2023-09-22,94,1604.6,2023-10-28,118,2057.3,2023-11-21,120,2733.0,2023-11-23,124,2789.0,Grain_Filling,120,2023-11-28,2023-12-08,2023-07-26
Wheat,2023-12-12,16.2,24.3,9.2,2.7,5,80.7,2023-12-17,21,350.9,2024-01-02,41,755.5,2024-01-22,93,1374.8,2024-03-14,86,1608.7,2024-03-07,126,1831.9,2024-04-16,114,2071.0,Reproductive,126,2024-04-21,2024-05-01,2023-12-12
Cotton,2023-07-17,31.7,40.1,27.4,2.1,12,98.4,2023-07-29,27,444.3,2023-08-13,63,1221.4,2023-09-18,113,2431.0,2023-11-07,141,3196.4,2023-12-05,221,3975.6,2024-02-23,207,3529.0,Reproductive,221,2024-02-28,2024-03-09,2023-07-17
Wheat,2023-10-18,14.5,22.4,8.0,2.9,8,70.6,2023-10-26,25,312.0,2023-11-12,50,617.3,2023-12-07,93,1319.6,2024-01-19,88,1578.5,2024-01-14,118,2003.5,2024-02-13,113,2085.0,Leaf_Development,118,2024-02-18,2024-02-28,2023-10-18
Maize,2023-06-19,28.5,39.6,24.4,3.6,9,118.9,2023-06-28,26,427.3,2023-07-15,37,819.5,2023-07-26,60,1502.5,2023-08-18,88,1749.5,2023-09-15,121,2557.3,2023-10-18,117,2252.0,Grain_Filling,121,2023-10-23,2023-11-02,2023-06-19
Cotton,2023-07-09,30.8,41.6,26.6,1.7,7,103.6,2023-07-16,30,501.1,2023-08-08,80,1129.5,2023-09-27,102,2394.3,2023-10-19,167,2849.6,2023-12-23,236,3802.7,2024-03-01,215,4133.0,Reproductive,236,2024-03-06,2024-03-16,2023-07-09
Maize,2023-06-20,25.9,33.3,21.6,8.3,9,129.5,2023-06-29,20,427.0,2023-07-10,48,844.2,2023-08-07,61,1510.5,2023-08-20,100,1951.3,2023-09-28,110,2257.9,2023-10-08,130,2395.0,Germination,110,2023-10-13,2023-10-23,2023-06-20
Sugarcane,2023-06-23,30.2,40.2,25.6,88.5,21,228.4,2023-07-14,86,1002.8,2023-09-17,125,2263.1,2023-10-26,220,4128.9,2024-01-29,282,4166.6,2024-03-31,359,5703.0,2024-06-16,324,5267.0,Reproductive,359,2024-06-21,2024-07-01,2023-06-23
Rice,2023-06-07,33.8,41.4,27.0,6.9,5,81.5,2023-06-12,30,439.0,2023-07-07,60,909.8,2023-08-06,89,1759.6,2023-09-04,101,2066.3,2023-09-16,143,2791.2,2023-10-28,148,2453.0,Reproductive,143,2023-11-02,2023-11-12,2023-06-07
Rice,2023-07-07,30.1,39.0,25.5,5.4,9,100.2,2023-07-16,30,396.0,2023-08-06,56,927.6,2023-09-01,86,1675.2,2023-10-01,111,1820.3,2023-10-26,147,2756.5,2023-12-01,125,2733.0,Tillering_Elongation,147,2023-12-06,2023-12-16,2023-07-07
Soybean,2023-07-03,27.2,37.1,21.9,3.1,5,108.9,2023-07-08,20,396.9,2023-07-23,38,689.5,2023-08-10,61,1114.7,2023-09-02,95,1479.6,2023-10-06,106,2054.5,2023-10-17,95,2272.0,Maturity,106,2023-10-22,2023-11-01,2023-07-03
Maize,2023-06-14,28.2,35.7,20.4,9.9,5,127.6,2023-06-19,19,450.7,2023-07-03,39,826.6,2023-07-23,74,1520.6,2023-08-27,98,1714.2,2023-09-20,135,2527.7,2023-10-27,112,2372.0,Grain_Filling,135,2023-11-01,2023-11-11,2023-06-14
Maize,2023-06-10,34.3,41.3,26.5,9.9,7,108.8,2023-06-17,25,472.8,2023-07-05,47,885.2,2023-07-27,63,1558.4,2023-08-12,87,1879.6,2023-09-05,120,2579.9,2023-10-08,129,2214.0,Grain_Filling,120,2023-10-13,2023-10-23,2023-06-10
Cotton,2023-07-13,32.3,43.9,25.5,3.2,11,105.5,2023-07-24,35,491.9,2023-08-17,55,1077.9,2023-09-06,130,2053.7,2023-11-20,141,3110.6,2023-12-01,237,3753.1,2024-03-06,192,4056.0,Germination,237,2024-03-11,2024-03-21,2023-07-13
Soybean,2023-07-01,30.8,39.8,24.1,2.8,5,103.3,2023-07-06,15,436.5,2023-07-16,45,680.7,2023-08-15,68,1031.0,2023-09-07,85,1705.8,2023-09-24,109,2185.5,2023-10-18,115,2203.0,Grain_Filling,109,2023-10-23,2023-11-02,2023-07-01
Rice,2023-06-15,33.5,45.1,26.5,7.7,9,107.2,2023-06-24,28,362.9,2023-07-13,60,967.0,2023-08-14,90,1797.6,2023-09-13,120,2103.1,2023-10-13,146,2609.7,2023-11-08,158,2494.0,Maturity,146,2023-11-13,2023-11-23,2023-06-15
Cotton,2023-07-25,28.5,37.2,23.1,2.2,5,91.8,2023-07-30,37,540.7,2023-08-31,67,1125.7,2023-09-30,127,2475.1,2023-11-29,178,2820.4,2024-01-19,215,3531.1,2024-02-25,185,3706.0,Leaf_Development,215,2024-03-01,2024-03-11,2023-07-25
Maize,2023-06-07,26.9,33.2,21.0,4.1,6,135.5,2023-06-13,20,476.1,2023-06-27,46,964.7,2023-07-23,69,1526.2,2023-08-15,99,1761.7,2023-09-14,123,2462.2,2023-10-08,115,2456.0,Leaf_Development,123,2023-10-13,2023-10-23,2023-06-07
Cotton,2023-06-23,28.3,35.6,24.0,1.7,12,119.9,2023-07-05,35,572.5,2023-07-28,68,1133.9,2023-08-30,125,2251.3,2023-10-26,174,2887.7,2023-12-14,183,3860.1,2023-12-23,230,3996.0,Leaf_Development,183,2023-12-28,2024-01-07,2023-06-23
Rice,2023-07-25,27.4,35.1,22.8,5.4,5,107.0,2023-07-30,25,370.7,2023-08-19,54,842.9,2023-09-17,88,1701.7,2023-10-21,117,1848.1,2023-11-19,130,2780.0,2023-12-02,120,2449.0,Leaf_Development,130,2023-12-07,2023-12-17,2023-07-25
Soybean,2023-07-06,25.6,34.6,18.2,2.0,5,84.9,2023-07-11,24,446.9,2023-07-30,30,716.8,2023-08-05,53,1026.5,2023-08-28,93,1662.1,2023-10-07,107,2285.4,2023-10-21,120,1938.0,Leaf_Development,107,2023-10-26,2023-11-05,2023-07-06
Wheat,2023-11-07,20.4,28.1,13.1,5.2,10,63.8,2023-11-17,21,339.4,2023-11-28,36,693.2,2023-12-13,84,1428.8,2024-01-30,95,1538.3,2024-02-10,137,2083.2,2024-03-23,132,2030.0,Tillering_Elongation,137,2024-03-28,2024-04-07,2023-11-07
Wheat,2023-10-22,20.9,27.1,14.8,4.0,10,60.5,2023-11-01,22,365.3,2023-11-13,35,780.3,2023-11-26,91,1392.3,2024-01-21,91,1425.2,2024-01-21,122,1921.8,2024-02-21,113,2028.0,Germination,122,2024-02-26,2024-03-07,2023-10-22
Soybean,2023-07-19,24.4,35.5,19.8,1.2,6,93.9,2023-07-25,15,388.7,2023-08-03,44,698.7,2023-09-01,64,1184.7,2023-09-21,83,1512.3,2023-10-10,114,2056.0,2023-11-10,90,2154.0,Leaf_Development,114,2023-11-15,2023-11-25,2023-07-19
Soybean,2023-06-18,26.1,33.5,19.7,3.6,4,93.8,2023-06-22,25,411.3,2023-07-13,38,777.5,2023-07-26,54,1256.0,2023-08-11,94,1720.3,2023-09-20,111,1831.1,2023-10-07,94,2080.0,Tillering_Elongation,111,2023-10-12,2023-10-22,2023-06-18
Cotton,2023-07-07,34.0,45.9,26.5,3.1,8,115.4,2023-07-15,25,584.7,2023-08-01,75,1235.3,2023-09-20,114,2400.3,2023-10-29,174,3237.4,2023-12-28,204,3686.3,2024-01-27,227,3709.0,Germination,204,2024-02-01,2024-02-11,2023-07-07
Wheat,2023-10-29,16.2,23.6,12.1,5.0,9,85.0,2023-11-07,28,341.3,2023-11-26,38,755.6,2023-12-06,89,1478.9,2024-01-26,97,1404.3,2024-02-03,111,2005.7,2024-02-17,127,1966.0,Maturity,111,2024-02-22,2024-03-03,2023-10-29
Wheat,2023-12-05,22.0,29.8,15.0,3.2,5,86.5,2023-12-10,27,391.2,2024-01-01,45,679.4,2024-01-19,85,1437.6,2024-02-28,102,1679.4,2024-03-16,110,1971.0,2024-03-24,129,1930.0,Maturity,110,2024-03-29,2024-04-08,2023-12-05
Maize,2023-06-28,30.6,41.3,25.7,9.9,6,139.4,2023-07-04,19,441.1,2023-07-17,36,998.7,2023-08-03,69,1474.8,2023-09-05,76,1963.8,2023-09-12,101,2526.3,2023-10-07,113,2429.0,Reproductive,101,2023-10-12,2023-10-22,2023-06-28
Maize,2023-07-25,29.3,36.6,23.5,5.0,10,117.3,2023-08-04,26,499.2,2023-08-20,35,822.5,2023-08-29,74,1482.0,2023-10-07,80,1608.5,2023-10-13,116,2629.5,2023-11-18,124,2260.0,Grain_Filling,116,2023-11-23,2023-12-03,2023-07-25
Wheat,2023-11-19,13.7,22.3,6.4,5.3,8,67.3,2023-11-27,30,347.2,2023-12-19,44,638.3,2024-01-02,89,1459.4,2024-02-16,99,1695.8,2024-02-26,136,1990.9,2024-04-03,122,1954.0,Leaf_Development,136,2024-04-08,2024-04-18,2023-11-19
Rice,2023-07-20,26.1,34.9,19.3,2.4,8,103.2,2023-07-28,27,416.2,2023-08-16,44,938.4,2023-09-02,99,1760.9,2023-10-27,120,1887.0,2023-11-17,138,2656.4,2023-12-05,125,2668.0,Grain_Filling,138,2023-12-10,2023-12-20,2023-07-20
Rice,2023-07-23,32.8,41.0,26.3,6.9,11,114.0,2023-08-03,20,412.7,2023-08-12,44,942.7,2023-09-05,80,1768.0,2023-10-11,97,1893.5,2023-10-28,140,2716.0,2023-12-10,135,2716.0,Maturity,140,2023-12-15,2023-12-25,2023-07-23
Rice,2023-07-10,30.9,37.7,24.5,2.5,7,114.8,2023-07-17,26,394.2,2023-08-05,58,858.8,2023-09-06,96,1636.1,2023-10-14,116,1902.3,2023-11-03,126,2447.6,2023-11-13,128,2754.0,Maturity,126,2023-11-18,2023-11-28,2023-07-10
Cotton,2023-07-10,32.8,41.7,26.4,1.4,11,99.1,2023-07-21,30,431.6,2023-08-09,54,1019.8,2023-09-02,128,2418.1,2023-11-15,151,3011.8,2023-12-08,213,3785.5,2024-02-08,223,3525.0,Germination,213,2024-02-13,2024-02-23,2023-07-10
Rice,2023-07-14,27.0,37.8,22.5,5.6,6,84.7,2023-07-20,27,352.5,2023-08-10,56,843.2,2023-09-08,97,1719.7,2023-10-19,99,1815.4,2023-10-21,147,2514.2,2023-12-08,121,2410.0,Germination,147,2023-12-13,2023-12-23,2023-07-14
Maize,2023-07-12,27.2,34.4,22.3,3.7,9,100.4,2023-07-21,20,445.5,2023-08-01,47,806.5,2023-08-28,79,1469.4,2023-09-29,82,1878.2,2023-10-02,125,2343.3,2023-11-14,122,2390.0,Germination,125,2023-11-19,2023-11-29,2023-07-12
Wheat,2023-11-19,17.1,23.1,9.3,3.4,9,71.5,2023-11-28,22,347.0,2023-12-11,40,773.8,2023-12-29,86,1486.1,2024-02-13,97,1492.2,2024-02-24,116,1838.6,2024-03-14,135,2073.0,Reproductive,116,2024-03-19,2024-03-29,2023-11-19
Rice,2023-06-02,31.6,39.2,25.8,2.6,6,88.6,2023-06-08,24,404.4,2023-06-26,46,989.2,2023-07-18,100,1738.0,2023-09-10,110,2057.2,2023-09-20,122,2688.5,2023-10-02,134,2401.0,Maturity,122,2023-10-07,2023-10-17,2023-06-02
Soybean,2023-07-09,27.1,36.7,20.2,1.8,7,83.3,2023-07-16,24,319.9,2023-08-02,42,667.9,2023-08-20,67,1258.4,2023-09-14,93,1600.3,2023-10-10,97,2038.7,2023-10-14,92,2110.0,Germination,97,2023-10-19,2023-10-29,2023-07-09
Rice,2023-07-30,32.7,43.5,25.4,3.3,11,103.2,2023-08-10,35,429.5,2023-09-03,46,999.8,2023-09-14,98,1622.6,2023-11-05,112,2075.8,2023-11-19,153,2402.7,2023-12-30,138,2701.0,Reproductive,153,2024-01-04,2024-01-14,2023-07-30
Maize,2023-07-13,23.8,30.4,17.7,6.1,5,140.7,2023-07-18,25,490.1,2023-08-07,37,978.4,2023-08-19,74,1565.2,2023-09-25,79,1794.9,2023-09-30,102,2204.3,2023-10-23,140,2590.0,Tillering_Elongation,102,2023-10-28,2023-11-07,2023-07-13
Cotton,2023-07-24,29.9,39.2,23.5,1.8,9,106.5,2023-08-02,34,578.8,2023-08-27,76,1127.4,2023-10-08,113,2042.5,2023-11-14,178,2822.6,2024-01-18,220,3538.2,2024-02-29,201,3753.0,Maturity,220,2024-03-05,2024-03-15,2023-07-24
Rice,2023-07-15,25.1,31.3,17.6,4.9,5,83.4,2023-07-20,20,419.5,2023-08-04,45,958.1,2023-08-29,97,1731.3,2023-10-20,106,2151.6,2023-10-29,159,2738.6,2023-12-21,134,2681.0,Grain_Filling,159,2023-12-26,2024-01-05,2023-07-15
Wheat,2023-11-01,16.9,23.3,10.0,4.5,9,95.4,2023-11-10,24,398.0,2023-11-25,46,721.3,2023-12-17,90,1483.9,2024-01-30,97,1537.5,2024-02-06,120,2020.0,2024-02-29,133,1985.0,Grain_Filling,120,2024-03-05,2024-03-15,2023-11-01
Wheat,2023-10-16,15.9,23.5,8.4,5.7,7,61.1,2023-10-23,20,307.9,2023-11-05,42,684.7,2023-11-27,85,1312.5,2024-01-09,102,1646.7,2024-01-26,113,1979.7,2024-02-06,126,2069.0,Reproductive,113,2024-02-11,2024-02-21,2023-10-16
Soybean,2023-06-12,22.8,31.0,16.6,2.6,6,77.9,2023-06-18,17,445.0,2023-06-29,41,690.7,2023-07-23,55,1209.7,2023-08-06,77,1564.9,2023-08-28,95,1860.2,2023-09-15,113,1814.0,Germination,95,2023-09-20,2023-09-30,2023-06-12
Wheat,2023-11-01,18.4,29.9,11.9,2.7,7,92.7,2023-11-08,23,376.7,2023-11-24,38,778.5,2023-12-09,87,1386.5,2024-01-27,91,1579.5,2024-01-31,121,2049.7,2024-03-01,122,1833.0,Leaf_Development,121,2024-03-06,2024-03-16,2023-11-01
Wheat,2023-11-28,23.3,32.5,16.9,4.9,8,76.5,2023-12-06,25,305.4,2023-12-23,38,655.0,2024-01-05,93,1431.4,2024-02-29,97,1593.5,2024-03-04,126,2032.5,2024-04-02,121,1910.0,Maturity,126,2024-04-07,2024-04-17,2023-11-28
Cotton,2023-07-19,31.7,42.9,24.6,0.8,6,101.1,2023-07-25,26,589.3,2023-08-14,69,1296.9,2023-09-26,128,2131.4,2023-11-24,176,2907.2,2024-01-11,199,4167.4,2024-02-03,234,4189.0,Grain_Filling,199,2024-02-08,2024-02-18,2023-07-19
Maize,2023-06-20,32.6,40.6,27.4,8.2,8,127.6,2023-06-28,19,416.7,2023-07-09,48,817.6,2023-08-07,80,1404.9,2023-09-08,97,1791.2,2023-09-25,118,2601.9,2023-10-16,137,2240.0,Grain_Filling,118,2023-10-21,2023-10-31,2023-06-20
