Crop_Type,Soil_Type,Field_Size,Sowing_Date,Sowing_Day_of_Year,Sowing_Month,District,Latitude,Longitude,Avg_Temp,Tmax,Tmin,Rainfall,Cumulative_Rainfall,Relative_Humidity,WindSpeed,Solar_Radiation,Growing_Degree_Days,Season,Avg_Yield_Last_3Years,Max_Yield_Last_3Years,Min_Yield_Last_3Years,Season_Length,Irrigation_Frequency,Soil_Organic_Matter,Soil_pH,NDVI,Evapotranspiration_ET0,Actual_Yield,Soil_Sand_Percent,Soil_Clay_Percent,Soil_Silt_Percent,Elevation,Fertilizer_NPK,Crop_Cotton,Crop_Maize,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Alluvial,Soil_Black,Soil_Laterite,Soil_Loamy,Soil_Red,Soil_Sandy,Season_Kharif,Season_Rabi,District_Andhra Pradesh,District_Bihar,District_Gujarat,District_Haryana,District_Karnataka,District_Madhya Pradesh,District_Maharashtra,District_Punjab,District_Rajasthan,District_Tamil Nadu,District_Uttar Pradesh,District_West Bengal
Rice,Laterite,0.64,2023-06-06,157,6,Uttar Pradesh,26.8467,80.9462,28.7,39.5,21.8,2102.8,2102.8,78.7,11.3,17.7,2500.3,Kharif,3.1,4.33,1.89,135,6,1.14,6.23,0.9,185.26,4.28,55.2,20.8,24.0,332,High,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Alluvial,1.16,2023-07-12,193,7,Haryana,29.0588,76.0856,29.5,36.8,22.3,1334.1,1334.1,82.5,6.2,15.4,2841.5,Kharif,6.01,6.95,4.27,147,17,1.72,7.96,0.9,175.86,2.31,55.1,27.4,17.5,543,Medium,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Sugarcane,Black,6.74,2023-06-09,160,6,Maharashtra,19.7515,75.7139,28.1,38.8,21.6,1578.1,1578.1,81.7,2.5,17.7,1202.5,Kharif,79.09,91.08,48.69,122,7,3.27,7.47,0.9,222.08,59.92,32.5,46.9,20.6,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Maize,Alluvial,7.25,2023-07-20,201,7,Uttar Pradesh,26.8467,80.9462,23.4,28.7,20.6,1121.3,1121.3,82.2,5.1,22.8,1229.3,Kharif,7.54,10.31,5.26,92,9,2.14,7.48,0.9,235.18,6.54,55.9,26.7,17.3,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Alluvial,3.46,2023-11-06,310,11,Haryana,29.0588,76.0856,24.5,32.8,16.0,634.9,634.9,54.4,5.0,16.2,3379.5,Rabi,3.57,4.2,3.21,165,17,2.36,7.27,0.885,186.31,3.29,47.4,34.8,17.8,543,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Cotton,Red,0.55,2023-07-06,187,7,Maharashtra,19.7515,75.7139,30.5,35.7,22.2,1108.8,1108.8,76.5,2.6,24.5,2784.1,Kharif,1.39,1.88,1.11,177,8,1.74,5.69,0.9,265.75,1.7,65.1,21.6,13.2,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Alluvial,0.89,2023-06-11,162,6,West Bengal,22.9868,87.855,27.9,35.3,21.5,2389.5,2389.5,79.5,7.7,23.3,1686.1,Kharif,4.61,6.28,3.73,94,10,1.99,7.03,0.9,265.3,5.56,51.2,22.8,26.0,332,Low,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Wheat,Black,0.77,2023-10-23,296,10,Punjab,30.7333,76.7794,16.3,23.0,12.7,620.7,620.7,52.6,10.4,23.9,1319.9,Rabi,5.63,7.86,5.02,106,16,2.44,7.94,0.781,175.74,2.85,31.9,36.9,31.2,543,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Wheat,Black,1.21,2023-10-17,290,10,West Bengal,22.9868,87.855,22.1,26.0,18.8,332.6,332.6,50.6,8.0,23.6,2180.7,Rabi,4.17,4.81,3.32,120,11,3.48,6.95,0.85,239.84,4.33,38.6,57.8,3.6,332,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Black,0.82,2023-07-02,183,7,Gujarat,22.2587,71.1924,25.7,40.0,16.7,1277.0,1277.0,82.8,11.0,16.4,1289.4,Kharif,2.12,2.92,1.47,120,11,3.47,7.78,0.9,172.71,0.58,30.6,40.3,29.2,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Red,0.54,2023-07-29,210,7,Uttar Pradesh,26.8467,80.9462,28.6,34.6,26.6,722.9,722.9,73.5,6.9,20.7,3225.2,Kharif,5.88,8.06,4.99,172,5,1.01,6.0,0.832,245.74,5.54,54.2,29.9,15.8,332,Low,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Red,1.63,2023-07-14,195,7,Andhra Pradesh,15.9129,79.74,29.3,36.3,21.4,884.7,884.7,87.0,5.0,19.4,1423.9,Kharif,1.35,1.8,1.02,100,6,1.01,5.63,0.784,189.14,1.4,69.6,24.7,5.6,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Cotton,Black,0.87,2023-07-12,193,7,Andhra Pradesh,15.9129,79.74,28.7,34.2,22.7,830.8,830.8,84.9,10.5,22.4,1582.4,Kharif,1.96,2.32,1.23,120,9,2.12,8.21,0.9,238.63,0.75,34.3,54.1,11.6,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,2.81,2023-10-19,292,10,Bihar,25.0961,85.3131,19.1,28.8,13.4,212.7,212.7,53.4,9.8,20.8,2212.9,Rabi,5.14,6.53,4.07,148,13,1.88,6.26,0.771,168.12,2.75,47.8,16.1,36.1,332,Low,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Soybean,Laterite,1.37,2023-07-13,194,7,Maharashtra,19.7515,75.7139,34.4,42.8,31.0,1201.8,1201.8,80.2,2.5,23.2,4359.5,Kharif,1.7,2.16,1.53,178,6,1.41,6.07,0.9,319.52,0.97,49.1,33.5,17.4,332,Low,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Black,1.42,2023-07-17,198,7,Karnataka,15.3173,75.7139,28.9,37.9,25.2,1415.1,1415.1,89.3,10.6,17.4,1256.1,Kharif,1.63,2.15,1.21,90,10,4.0,6.66,0.9,240.38,0.84,27.5,50.3,22.2,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Black,0.78,2023-06-05,156,6,Karnataka,15.3173,75.7139,32.3,38.6,25.0,1196.2,1196.2,75.5,5.8,20.3,2912.1,Kharif,1.79,2.17,1.18,169,7,2.29,7.13,0.9,290.05,1.25,23.3,58.3,18.4,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Soybean,Black,0.65,2023-07-01,182,7,Maharashtra,19.7515,75.7139,24.6,34.6,17.9,1115.0,1115.0,72.9,6.7,20.8,1971.3,Kharif,2.1,2.82,1.65,137,2,2.96,8.31,0.9,237.71,1.09,33.8,45.0,21.2,332,High,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Black,3.45,2023-06-10,161,6,Maharashtra,19.7515,75.7139,28.5,37.6,19.7,1252.1,1252.1,79.9,5.5,17.7,2396.1,Kharif,1.5,1.85,1.02,175,11,2.81,8.27,0.9,191.25,1.56,33.0,50.9,16.1,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Maize,Red,1.69,2023-07-21,202,7,Karnataka,15.3173,75.7139,33.1,40.9,29.7,753.6,753.6,84.2,2.5,22.4,2912.8,Kharif,6.51,7.96,4.91,127,8,2.26,6.57,0.84,365.63,5.49,55.5,17.3,27.2,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Alluvial,6.33,2023-07-31,212,7,Gujarat,22.2587,71.1924,25.7,34.4,19.8,1362.1,1362.1,86.9,11.2,22.4,1509.7,Kharif,1.62,1.94,1.18,140,21,2.05,6.2,0.9,204.61,2.6,49.1,27.0,23.9,332,Medium,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Cotton,Red,1.49,2023-06-06,157,6,Andhra Pradesh,15.9129,79.74,28.1,37.7,24.7,1397.6,1397.6,81.8,11.2,21.0,1983.7,Kharif,1.63,1.82,1.1,153,7,1.26,6.88,0.9,258.33,0.82,53.6,25.6,20.8,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Loamy,2.79,2023-06-29,180,6,Uttar Pradesh,26.8467,80.9462,26.6,33.5,20.9,659.4,659.4,80.4,7.8,17.1,2658.6,Kharif,5.0,5.93,3.51,157,11,2.78,6.65,0.798,197.13,5.97,49.1,33.4,17.5,332,Medium,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Soybean,Alluvial,2.75,2023-06-06,157,6,Madhya Pradesh,22.9734,78.6569,25.0,30.4,19.3,763.6,763.6,83.8,8.6,17.6,1964.0,Kharif,2.42,3.15,1.62,130,4,1.67,7.37,0.811,202.39,2.43,55.1,18.4,26.5,332,Medium,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Cotton,Red,1.74,2023-07-31,212,7,Andhra Pradesh,15.9129,79.74,28.3,36.6,21.5,864.6,864.6,77.4,3.6,17.9,2373.3,Kharif,1.47,1.85,0.89,178,11,2.37,5.98,0.9,202.73,1.17,50.4,26.7,22.9,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Cotton,Red,0.66,2023-07-15,196,7,Gujarat,22.2587,71.1924,22.4,29.0,11.5,1041.6,1041.6,77.4,7.5,23.0,1328.4,Kharif,1.25,1.63,0.89,169,8,1.71,6.87,0.847,211.51,1.45,62.2,25.5,12.3,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Rice,Loamy,8.76,2023-07-08,189,7,Bihar,25.0961,85.3131,28.6,37.2,20.6,1718.7,1718.7,74.3,10.0,19.0,2319.5,Kharif,4.55,5.68,3.27,126,7,3.41,6.57,0.9,245.0,3.49,56.8,36.1,7.2,332,Medium,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Maize,Laterite,1.55,2023-07-30,211,7,Bihar,25.0961,85.3131,25.8,28.4,18.9,639.8,639.8,72.9,7.0,21.9,1975.1,Kharif,3.72,4.18,2.95,122,9,0.52,5.35,0.751,212.99,2.28,59.2,30.7,10.1,332,High,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Maize,Loamy,2.55,2023-06-01,152,6,Karnataka,15.3173,75.7139,30.3,38.0,22.9,606.9,606.9,79.6,7.1,19.3,3576.9,Kharif,5.85,6.45,4.53,173,11,2.47,6.85,0.794,193.42,7.51,49.8,28.0,22.2,332,Medium,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Loamy,3.47,2023-10-13,286,10,West Bengal,22.9868,87.855,22.0,26.7,19.2,322.4,322.4,45.1,8.7,19.5,2582.8,Rabi,3.3,4.29,2.42,145,18,2.01,6.72,0.831,189.98,3.01,43.1,31.5,25.5,332,High,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Black,2.17,2023-07-31,212,7,Madhya Pradesh,22.9734,78.6569,26.6,37.0,20.3,1372.0,1372.0,86.4,3.2,17.9,1640.7,Kharif,2.48,2.87,2.03,96,2,2.1,6.52,0.9,204.24,1.66,38.4,38.3,23.3,332,High,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Sugarcane,Black,2.02,2023-06-02,153,6,Uttar Pradesh,26.8467,80.9462,27.0,34.7,22.4,1977.1,1977.1,79.8,7.8,24.5,860.6,Kharif,110.95,132.86,80.88,99,4,2.79,8.21,0.9,236.34,55.27,31.9,47.5,20.6,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Red,0.89,2023-06-30,181,6,Karnataka,15.3173,75.7139,31.2,41.4,23.1,1163.3,1163.3,70.4,3.8,24.2,3026.2,Kharif,6.17,7.34,5.54,143,8,2.14,6.35,0.865,342.04,4.11,57.1,15.8,27.1,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Maize,Red,0.85,2023-07-19,200,7,Bihar,25.0961,85.3131,22.7,28.9,18.3,966.5,966.5,81.1,11.6,19.7,1257.5,Kharif,4.85,6.58,4.14,97,7,1.5,6.14,0.9,188.44,3.91,50.6,21.4,28.0,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Black,3.89,2023-11-05,309,11,West Bengal,22.9868,87.855,21.1,27.2,19.1,511.7,511.7,68.0,3.8,24.8,2738.2,Rabi,4.5,5.63,3.48,160,9,2.06,6.99,0.843,271.88,3.37,32.1,32.5,35.3,332,High,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Loamy,1.27,2023-07-15,196,7,Maharashtra,19.7515,75.7139,26.7,32.8,18.9,1153.0,1153.0,86.8,6.1,19.6,1924.6,Kharif,2.25,2.5,1.67,116,4,2.13,6.22,0.9,195.02,2.08,57.6,37.7,4.7,332,High,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Alluvial,2.13,2023-07-22,203,7,Karnataka,15.3173,75.7139,27.0,37.3,21.3,1704.3,1704.3,83.4,7.3,24.5,1251.0,Kharif,72.96,83.55,50.63,137,8,3.42,7.78,0.9,262.16,86.3,49.8,19.2,31.0,332,Medium,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Rice,Loamy,2.78,2023-07-19,200,7,Punjab,30.7333,76.7794,23.5,25.5,19.7,1321.7,1321.7,82.3,11.7,24.1,2175.7,Kharif,4.14,4.77,3.22,161,5,2.23,7.35,0.9,208.1,2.62,57.3,37.7,5.0,543,Low,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Soybean,Red,5.04,2023-07-22,203,7,Madhya Pradesh,22.9734,78.6569,25.0,27.0,16.6,1073.0,1073.0,78.1,8.1,17.5,1481.3,Kharif,1.59,1.91,1.05,101,5,2.49,6.77,0.9,148.27,0.79,53.9,26.1,20.0,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Maize,Laterite,2.38,2023-07-06,187,7,Uttar Pradesh,26.8467,80.9462,29.6,35.7,18.0,890.9,890.9,89.6,9.9,17.1,1728.9,Kharif,5.23,6.24,3.94,92,11,0.94,5.25,0.793,153.08,2.61,45.7,36.1,18.2,332,Low,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Alluvial,1.1,2023-11-20,324,11,West Bengal,22.9868,87.855,22.1,28.3,18.2,290.8,290.8,62.3,11.6,16.0,2370.1,Rabi,5.51,6.99,4.34,133,23,1.85,6.97,0.729,160.51,5.04,59.9,15.6,24.5,332,High,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Black,0.68,2023-07-21,202,7,Karnataka,15.3173,75.7139,23.7,31.4,16.2,1178.9,1178.9,70.2,3.7,16.2,888.5,Kharif,2.11,2.57,1.81,107,9,3.38,7.13,0.9,133.24,1.06,32.5,56.9,10.6,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Maize,Red,0.7,2023-07-28,209,7,Bihar,25.0961,85.3131,28.1,30.7,23.4,925.5,925.5,79.0,7.6,19.6,1731.6,Kharif,5.02,6.51,3.33,98,2,1.16,6.75,0.875,253.33,7.36,69.5,22.0,8.6,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Cotton,Black,1.03,2023-06-27,178,6,Gujarat,22.2587,71.1924,33.3,42.2,25.5,1266.2,1266.2,85.9,9.2,20.4,2904.1,Kharif,1.82,2.36,1.49,158,18,2.49,6.85,0.9,252.29,0.68,21.2,55.4,23.3,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Rice,Black,3.76,2023-07-04,185,7,Haryana,29.0588,76.0856,30.2,40.1,20.7,1063.3,1063.3,88.8,7.5,22.9,3177.9,Kharif,4.53,5.09,3.05,156,12,3.61,7.43,0.9,245.01,6.56,21.3,40.1,38.6,543,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Soybean,Sandy,1.55,2023-06-28,179,6,Maharashtra,19.7515,75.7139,28.5,35.5,22.4,856.1,856.1,87.9,8.4,15.6,3067.4,Kharif,1.41,1.65,1.02,164,8,1.01,7.3,0.802,155.48,1.09,84.6,13.2,2.2,332,Medium,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Red,3.22,2023-07-22,203,7,Gujarat,22.2587,71.1924,23.8,34.5,18.3,1021.1,1021.1,77.5,3.9,17.7,1049.5,Kharif,1.45,2.0,1.24,121,17,2.01,6.27,0.868,182.23,1.99,67.1,29.1,3.9,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Cotton,Red,7.52,2023-06-12,163,6,Gujarat,22.2587,71.1924,26.4,38.7,21.3,899.9,899.9,82.7,7.5,20.4,1749.1,Kharif,1.64,1.97,1.21,148,10,1.99,6.1,0.865,268.57,1.27,51.7,20.8,27.5,332,High,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Loamy,1.22,2023-07-22,203,7,Andhra Pradesh,15.9129,79.74,26.8,36.7,22.0,845.9,845.9,79.2,9.4,21.6,3087.9,Kharif,5.98,7.85,4.99,179,10,2.51,7.25,0.9,236.62,3.81,41.4,24.2,34.4,332,High,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Rice,Black,3.51,2023-07-11,192,7,Bihar,25.0961,85.3131,24.5,32.2,18.6,1996.5,1996.5,81.8,4.2,15.5,2156.0,Kharif,4.37,5.09,3.45,149,9,3.63,8.26,0.9,135.46,5.48,29.4,36.9,33.7,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Soybean,Alluvial,0.35,2023-06-02,153,6,Madhya Pradesh,22.9734,78.6569,27.8,31.2,23.0,783.1,783.1,88.4,3.4,15.7,2532.3,Kharif,2.14,2.58,1.37,141,9,1.75,6.76,0.791,170.56,2.15,38.1,17.0,44.9,332,Low,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Sugarcane,Alluvial,0.75,2023-07-05,186,7,Maharashtra,19.7515,75.7139,29.4,40.6,20.6,1915.8,1915.8,71.8,5.9,18.8,1077.9,Kharif,94.18,109.2,61.68,96,3,3.47,6.29,0.9,228.73,101.13,35.0,17.9,47.0,332,High,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Loamy,1.22,2023-06-09,160,6,Bihar,25.0961,85.3131,26.8,35.5,22.4,2390.5,2390.5,74.9,10.3,24.2,2234.4,Kharif,4.52,6.05,3.52,135,5,3.08,7.03,0.9,265.7,3.76,59.5,35.2,5.4,332,High,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Sugarcane,Black,6.47,2023-06-20,171,6,Karnataka,15.3173,75.7139,30.6,37.4,22.2,1862.0,1862.0,75.1,8.0,15.8,1408.6,Kharif,73.78,100.09,53.18,111,5,2.6,8.04,0.9,215.12,46.4,28.8,59.0,12.2,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,2.09,2023-10-18,291,10,West Bengal,22.9868,87.855,17.5,22.3,13.1,527.5,527.5,48.6,4.8,24.4,2250.6,Rabi,4.73,6.6,3.8,167,16,3.72,7.6,0.851,207.93,3.3,36.0,38.4,25.7,332,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Wheat,Sandy,1.68,2023-10-08,281,10,Punjab,30.7333,76.7794,12.8,23.3,9.6,491.5,491.5,40.1,2.4,15.3,1268.9,Rabi,2.68,3.1,1.81,140,20,0.97,6.38,0.681,92.16,2.16,74.9,8.0,17.1,543,Low,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Maize,Laterite,1.54,2023-07-25,206,7,Bihar,25.0961,85.3131,25.1,29.8,21.6,1176.6,1176.6,84.0,10.3,19.9,1399.9,Kharif,4.7,5.31,3.69,91,3,1.13,4.69,0.838,194.83,3.01,44.7,22.6,32.8,332,High,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,2.49,2023-10-02,275,10,West Bengal,22.9868,87.855,20.9,28.1,16.8,552.7,552.7,56.5,8.9,24.5,2811.8,Rabi,4.34,6.05,2.68,170,12,1.92,7.34,0.857,237.13,4.08,37.7,22.1,40.2,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Black,0.52,2023-06-25,176,6,Maharashtra,19.7515,75.7139,31.0,36.3,26.1,1009.8,1009.8,87.5,4.3,23.4,1907.4,Kharif,1.95,2.36,1.57,120,3,3.64,8.11,0.89,316.14,2.38,21.3,50.2,28.5,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Alluvial,1.95,2023-07-28,209,7,Tamil Nadu,11.1271,78.6569,26.4,35.9,21.8,1844.0,1844.0,75.1,9.9,20.3,986.8,Kharif,91.08,111.58,64.25,122,7,2.03,6.43,0.9,279.4,52.68,36.3,31.2,32.5,332,Low,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Soybean,Red,0.83,2023-06-23,174,6,Rajasthan,27.0238,74.2179,35.0,46.7,29.2,1056.9,1056.9,77.1,9.9,20.5,2391.1,Kharif,1.82,2.07,1.18,95,14,2.04,6.37,0.887,270.83,2.28,52.9,20.1,26.9,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Soybean,Loamy,1.83,2023-06-17,168,6,Rajasthan,27.0238,74.2179,25.2,32.5,16.0,1392.0,1392.0,84.1,7.2,18.3,1464.1,Kharif,1.78,2.26,1.2,99,22,2.42,6.09,0.9,209.21,2.79,57.3,23.1,19.6,332,Low,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Wheat,Alluvial,2.81,2023-11-03,307,11,Bihar,25.0961,85.3131,19.2,27.5,16.7,557.2,557.2,54.2,8.6,15.3,1924.1,Rabi,3.7,4.47,2.35,128,21,2.08,6.78,0.9,110.4,5.22,32.5,24.7,42.8,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Black,8.77,2023-10-02,275,10,Haryana,29.0588,76.0856,19.5,25.8,14.7,278.4,278.4,56.4,11.2,24.3,1670.1,Rabi,4.76,6.23,3.69,108,23,3.24,7.88,0.762,199.02,3.64,31.3,39.1,29.7,543,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Wheat,Laterite,0.44,2023-10-13,286,10,Punjab,30.7333,76.7794,16.4,23.6,13.1,589.2,589.2,66.4,11.7,18.5,1838.4,Rabi,3.7,4.89,2.97,147,11,0.93,4.93,0.756,163.18,3.49,56.1,22.7,21.2,543,Low,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Maize,Red,0.78,2023-07-02,183,7,Bihar,25.0961,85.3131,25.8,35.7,22.7,1106.3,1106.3,76.7,10.3,15.9,1610.8,Kharif,6.17,8.1,4.79,103,8,2.39,6.11,0.9,223.23,4.4,61.6,22.6,15.8,332,High,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Cotton,Loamy,5.62,2023-07-25,206,7,Gujarat,22.2587,71.1924,25.4,39.5,20.7,1216.6,1216.6,79.3,9.2,16.1,1729.7,Kharif,1.74,1.96,1.35,165,16,2.06,6.65,0.879,225.38,2.23,42.9,32.5,24.6,332,Low,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Alluvial,1.63,2023-07-20,201,7,Uttar Pradesh,26.8467,80.9462,19.0,25.5,14.9,1154.7,1154.7,80.5,5.0,21.3,810.0,Kharif,6.16,8.4,3.86,90,4,1.56,6.1,0.9,165.07,5.25,38.2,24.8,37.0,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Black,0.97,2023-10-29,302,10,Haryana,29.0588,76.0856,19.3,29.6,15.1,450.8,450.8,69.0,4.3,20.3,2007.0,Rabi,4.28,4.8,3.29,131,9,3.55,7.18,0.9,165.29,3.57,29.2,32.5,38.3,543,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Sugarcane,Black,4.74,2023-07-09,190,7,Karnataka,15.3173,75.7139,28.0,40.8,20.9,1815.0,1815.0,71.3,11.6,22.8,1603.8,Kharif,83.89,115.1,68.54,162,7,2.85,7.13,0.9,292.66,87.5,36.4,39.2,24.4,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,2.38,2023-11-10,314,11,Bihar,25.0961,85.3131,13.3,20.7,7.7,411.1,411.1,45.0,11.9,20.6,1450.1,Rabi,4.48,5.17,3.29,154,16,3.26,7.19,0.897,95.78,4.33,28.4,31.7,39.9,332,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
